BALANCE,PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PAYMENTS,CREDIT_LIMIT,Cluster,Cluster_Name
6269.418144,204.0,0.0,2925.699862,1237.111661,9000.0,0,Low spenders
1411.60223,963.24,0.0,6173.682877,20071.07544,7500.0,2,Cash Advance–Dependent Customers
663.44781,0.0,0.0,3133.063934,3067.05783,1800.0,0,Low spenders
784.889762,1526.59,740.29,2188.419607,1262.309666,3000.0,0,Low spenders
4104.710798,203.82,0.0,0.0,868.275275,4500.0,0,Low spenders
1360.742377,0.0,0.0,1481.587093,378.294227,1500.0,0,Low spenders
5315.945594,1525.44,1055.64,0.0,1430.341501,8500.0,0,Low spenders
474.447149,109.74,109.74,1013.659552,176.013005,1700.0,0,Low spenders
229.867179,2390.6,987.67,0.0,2543.953559,3300.0,0,Low spenders
863.809833,507.5,0.0,695.097159,587.866451,4000.0,0,Low spenders
4931.331857,901.42,255.35,8530.648614,8113.297346,12000.0,2,Cash Advance–Dependent Customers
1078.888565,3107.85,886.11,0.0,1399.82834,2500.0,0,Low spenders
1565.681099,0.0,0.0,321.359135,691.825279,3500.0,0,Low spenders
464.674156,1979.22,0.0,1981.265503,3110.052742,3000.0,0,Low spenders
2386.330629,5217.62,428.53,0.0,5678.729613,7500.0,0,Low spenders
3971.138765,0.0,0.0,224.575517,764.938728,4000.0,0,Low spenders
5493.90406,229.0,229.0,970.591332,2110.557023,6000.0,0,Low spenders
1879.114033,113.0,0.0,0.0,3509.686561,6500.0,0,Low spenders
1555.793701,66.2,0.0,0.0,338.083661,1600.0,0,Low spenders
809.582978,0.0,0.0,3819.672466,4372.148648,4150.0,0,Low spenders
1923.886805,1887.64,1887.64,1605.949371,3688.045998,1850.0,0,Low spenders
1758.059987,412.33,87.12,0.0,777.451648,1800.0,0,Low spenders
809.847455,0.0,0.0,908.423608,146.074769,1500.0,0,Low spenders
1576.305029,0.0,0.0,382.908547,540.022225,2500.0,0,Low spenders
3990.523579,263.5,72.9,0.0,6876.836205,6000.0,0,Low spenders
1699.435486,1363.69,0.0,0.0,1623.816348,1700.0,0,Low spenders
5487.683724,419.1,419.1,625.399386,1288.214909,6250.0,0,Low spenders
2990.422186,4523.27,2859.18,27296.48576,28232.69446,7000.0,2,Cash Advance–Dependent Customers
656.01301,0.0,0.0,1474.349901,910.457985,7000.0,0,Low spenders
1808.972419,713.9,210.82,0.0,889.017418,2250.0,0,Low spenders
532.334517,791.94,275.3,0.0,1305.177304,6000.0,0,Low spenders
5860.433624,561.87,312.37,0.0,1990.044998,6000.0,0,Low spenders
1727.638449,606.11,0.0,0.0,2959.920544,11000.0,0,Low spenders
578.809679,320.0,320.0,0.0,1438.910569,1500.0,0,Low spenders
1205.716678,0.0,0.0,38.325801,29.278671,1200.0,0,Low spenders
6593.820644,388.66,0.0,4621.93458,1624.583114,7000.0,0,Low spenders
17.357563,244.85,204.64,0.0,357.802082,5000.0,0,Low spenders
81.584711,0.0,0.0,2985.300006,116.569033,9500.0,0,Low spenders
3.78631,133.05,104.85,0.0,210.053432,12000.0,0,Low spenders
42.46443,396.0,396.0,0.0,725.606194,1200.0,0,Low spenders
1935.362486,4915.6,400.26,293.844792,4921.066897,9000.0,0,Low spenders
134.917202,1247.8,0.0,0.0,1275.229436,16500.0,0,Low spenders
7069.950386,1603.78,158.64,5626.004046,4589.873897,11000.0,0,Low spenders
8181.251131,2258.01,939.23,5251.228934,3021.575846,13500.0,0,Low spenders
4037.305658,45.0,0.0,104.238064,1073.844885,4500.0,0,Low spenders
6110.265264,0.0,0.0,2717.253917,1502.205631,6500.0,0,Low spenders
9381.255094,5100.07,3952.24,370.737197,6409.496345,9000.0,0,Low spenders
1977.00709,1032.04,805.14,4335.919227,3056.424974,4000.0,0,Low spenders
1321.47608,45.65,0.0,495.657934,440.840439,1800.0,0,Low spenders
1139.782882,0.0,0.0,120.612912,151.823651,1200.0,0,Low spenders
1619.955708,739.44,0.0,0.0,417.128532,6000.0,0,Low spenders
4.708041,79.0,79.0,0.0,217.820198,7000.0,0,Low spenders
4.875885,20.0,0.0,0.0,26.487919,1500.0,0,Low spenders
23.394411,1346.28,1346.28,0.0,712.149153,2000.0,0,Low spenders
3539.801912,2823.8,1283.39,0.0,9172.788366,5700.0,0,Low spenders
862.07238,0.0,0.0,920.309805,2236.890255,4000.0,0,Low spenders
2441.542991,808.0,0.0,959.857263,532.741699,4000.0,0,Low spenders
408.656365,941.64,941.64,0.0,1097.78942,2500.0,0,Low spenders
4986.400804,0.0,0.0,5439.467563,1241.538024,8000.0,0,Low spenders
1246.624558,423.7,246.06,412.399058,577.050373,2000.0,0,Low spenders
6644.201651,4478.75,1757.16,7205.520805,10857.94321,9000.0,2,Cash Advance–Dependent Customers
156.216753,1354.86,769.23,0.0,858.976682,5500.0,0,Low spenders
5322.994094,2812.2,1955.08,2510.352951,1509.423237,8500.0,0,Low spenders
6458.56209,0.0,0.0,3360.228794,1277.76778,7000.0,0,Low spenders
175.341651,1508.9,256.54,0.0,1884.227778,5000.0,0,Low spenders
680.195157,1045.57,377.62,0.0,552.432305,3000.0,0,Low spenders
223.763616,2309.78,2309.78,0.0,1206.81188,6500.0,0,Low spenders
1785.626943,0.0,0.0,576.206382,687.691735,1800.0,0,Low spenders
54.933231,495.0,495.0,0.0,1969.845566,7000.0,0,Low spenders
2662.629852,0.0,0.0,509.023801,932.418855,3000.0,0,Low spenders
8504.876253,6724.26,2624.18,1686.599777,1888.756861,17000.0,0,Low spenders
2114.158683,5580.85,5580.85,0.0,3564.977774,8500.0,0,Low spenders
2876.396444,0.0,0.0,998.84867,1065.426905,3200.0,0,Low spenders
14224.11541,0.0,0.0,4614.427403,3066.614272,19000.0,0,Low spenders
2392.917738,12462.44,0.0,0.0,11628.71557,2800.0,0,Low spenders
57.453201,0.0,0.0,272.713302,385.853874,1200.0,0,Low spenders
4245.855092,1957.3,880.0,0.0,1004.35474,5000.0,0,Low spenders
11167.23403,150.64,0.0,8362.154254,2606.059389,17000.0,0,Low spenders
4637.848144,1271.12,919.58,0.0,1906.032044,5000.0,0,Low spenders
24.28497,250.6,250.6,0.0,319.762903,3000.0,0,Low spenders
9354.06045,796.33,0.0,13748.47131,10664.65866,13000.0,2,Cash Advance–Dependent Customers
231.108995,440.0,440.0,0.0,554.116542,4000.0,0,Low spenders
1562.633343,1330.62,160.99,0.0,1020.783647,2000.0,0,Low spenders
2494.868559,5491.79,4101.29,0.0,1015.311953,17000.0,0,Low spenders
706.132889,897.86,183.34,586.268966,972.358048,1200.0,0,Low spenders
19043.13856,22009.92,12560.85,0.0,23018.57583,18000.0,1,Premium High-Value Customers
2235.103331,720.6,0.0,723.308724,1061.292471,2500.0,0,Low spenders
947.13081,197.06,48.4,0.0,492.200419,1000.0,0,Low spenders
764.042156,0.0,0.0,1307.102516,1566.806897,7500.0,0,Low spenders
10598.46777,2084.48,784.0,0.0,3219.621433,21500.0,0,Low spenders
2163.678757,5779.36,2342.83,0.0,4416.41268,6500.0,0,Low spenders
3057.400553,1025.0,0.0,0.0,698.854095,7500.0,0,Low spenders
264.811595,28.65,0.0,384.26178,1235.630069,9000.0,0,Low spenders
1108.22253,944.96,780.0,0.0,1955.198953,1500.0,0,Low spenders
906.573724,1039.2,959.2,103.102091,1855.235407,13500.0,0,Low spenders
7679.62904,4059.93,4059.93,555.469352,3685.61062,7000.0,0,Low spenders
1523.911458,4075.37,753.09,0.0,2254.26002,6500.0,0,Low spenders
49.206256,870.24,870.24,0.0,835.839952,8000.0,0,Low spenders
13673.07961,9792.23,5832.42,2444.445738,11717.30794,20000.0,0,Low spenders
106.455975,2463.12,1673.59,0.0,2573.722764,4000.0,0,Low spenders
119.760904,1859.34,1859.34,0.0,3104.275623,20000.0,0,Low spenders
1734.510004,0.0,0.0,66.275851,363.474455,1800.0,0,Low spenders
2765.748281,7283.31,2196.0,0.0,14373.3929,11000.0,0,Low spenders
1046.37041,295.0,0.0,93.579809,439.407082,1200.0,0,Low spenders
2737.367678,0.0,0.0,429.691164,778.827993,3000.0,0,Low spenders
4014.818167,0.0,0.0,988.356213,1009.185035,8500.0,0,Low spenders
871.568977,648.22,533.22,0.0,1110.886425,1200.0,0,Low spenders
1610.040203,557.19,31.55,0.0,422.711848,4000.0,0,Low spenders
114.593817,469.98,469.98,0.0,367.109312,1000.0,0,Low spenders
5800.587339,0.0,0.0,369.950794,1346.365584,6500.0,0,Low spenders
823.103926,131.64,131.64,0.0,2916.071564,8000.0,0,Low spenders
595.677343,5078.14,747.61,1424.442602,4756.654374,15000.0,0,Low spenders
1128.124563,924.6,924.6,0.0,1202.711782,1000.0,0,Low spenders
349.441102,1975.4,581.9,0.0,1795.012223,4000.0,0,Low spenders
840.804076,0.0,0.0,3671.777443,3621.266477,4000.0,0,Low spenders
975.942008,10221.35,3079.97,1620.685551,10693.49585,10500.0,0,Low spenders
23.111088,300.0,300.0,0.0,291.948834,12500.0,0,Low spenders
2187.732265,0.0,0.0,3905.326256,1423.788603,3000.0,0,Low spenders
11972.01104,5715.0,1029.46,1626.351366,4639.513745,14000.0,0,Low spenders
1608.451822,0.0,0.0,205.737165,470.565984,1800.0,0,Low spenders
2933.240476,0.0,0.0,2040.433925,2431.578544,3000.0,0,Low spenders
336.799916,3535.8,1921.1,0.0,2814.231227,20000.0,0,Low spenders
36.236312,256.11,256.11,0.0,831.375322,5300.0,0,Low spenders
903.29781,2697.48,2546.98,0.0,1686.196344,2500.0,0,Low spenders
2881.253586,117.0,117.0,17661.49486,17301.83238,4500.0,2,Cash Advance–Dependent Customers
117.442684,653.73,160.73,0.0,441.588141,10000.0,0,Low spenders
168.522709,2009.05,2009.05,0.0,2612.760497,1200.0,0,Low spenders
1706.014379,147.78,147.78,1657.090283,1186.062765,6000.0,0,Low spenders
874.583247,516.54,357.47,0.0,579.749308,900.0,0,Low spenders
966.251742,311.45,0.0,955.959749,277.522439,1500.0,0,Low spenders
38.615644,280.4,0.0,0.0,254.392984,6150.0,0,Low spenders
40.417255,79.2,0.0,1631.576375,1647.880773,4000.0,0,Low spenders
5462.897068,1453.32,1453.32,0.0,1382.269127,16500.0,0,Low spenders
3983.923705,756.54,0.0,0.0,1110.870941,4000.0,0,Low spenders
5588.846272,3507.35,2903.6,0.0,1412.597253,11500.0,0,Low spenders
281.170378,3163.69,3106.89,0.0,2422.911622,8000.0,0,Low spenders
130.251538,1343.19,260.4,0.0,1043.55929,15000.0,0,Low spenders
1973.814964,873.0,0.0,0.0,541.722532,8000.0,0,Low spenders
5698.539876,47.55,47.55,2039.52804,2976.579866,6000.0,0,Low spenders
43.103899,370.0,0.0,0.0,1212.054219,23000.0,0,Low spenders
566.546048,405.75,92.0,1044.651618,1249.835142,2000.0,0,Low spenders
24.527253,261.64,261.64,0.0,376.758504,4000.0,0,Low spenders
8350.145568,1989.28,1146.48,893.757903,4720.900413,14000.0,0,Low spenders
4559.779234,10848.5,2640.5,0.0,9423.715495,7500.0,0,Low spenders
2.67713,43.39,43.39,0.0,130.107234,4000.0,0,Low spenders
1570.682346,645.32,0.0,1665.331678,2591.391006,1800.0,0,Low spenders
7201.736985,987.1,125.0,5468.620604,1941.541158,10500.0,0,Low spenders
6467.885013,1464.14,485.43,3947.86784,1658.563509,11500.0,0,Low spenders
64.080909,927.0,327.0,0.0,1260.16384,5000.0,0,Low spenders
5635.860679,393.62,239.9,5933.467329,1919.630466,10000.0,0,Low spenders
3670.50596,965.5,89.37,0.0,1034.932404,7500.0,0,Low spenders
2458.376257,0.0,0.0,102.275984,4543.63481,7500.0,0,Low spenders
768.004936,336.41,0.0,0.0,947.696134,6000.0,0,Low spenders
75.647479,540.0,540.0,0.0,548.967281,4000.0,0,Low spenders
1121.730896,878.52,775.42,197.648111,542.836917,1500.0,0,Low spenders
7.56809,144.26,77.18,0.0,134.710832,11500.0,0,Low spenders
2053.441598,493.85,52.5,1738.33378,2795.059574,2000.0,0,Low spenders
2422.311938,4490.69,1034.44,188.783221,5763.666926,8500.0,0,Low spenders
9047.621884,11188.62,5089.46,0.0,11994.41815,10000.0,0,Low spenders
3061.213971,1829.2,36.5,0.0,971.234118,7000.0,0,Low spenders
41.642389,75.99,0.0,0.0,69.163384,2700.0,0,Low spenders
5431.622968,1824.16,225.6,0.0,1508.016452,14500.0,0,Low spenders
6571.484039,9325.22,0.0,0.0,11036.72668,8500.0,0,Low spenders
28.461629,100.0,0.0,0.0,125.769169,4000.0,0,Low spenders
4178.625215,1431.89,1001.2,0.0,2384.542045,4000.0,0,Low spenders
3019.019487,2260.41,904.08,0.0,2187.930651,8500.0,0,Low spenders
1.045584,0.0,0.0,466.643895,1068.581252,1200.0,0,Low spenders
2723.369217,10410.49,9251.65,0.0,9695.650901,19500.0,0,Low spenders
1070.999446,990.7,508.7,0.0,505.317328,1400.0,0,Low spenders
279.608696,3034.92,3034.92,0.0,2928.909865,2900.0,0,Low spenders
1255.901821,1038.81,0.0,1092.634704,1215.454299,5700.0,0,Low spenders
2229.857287,45.65,0.0,0.0,542.7463,2500.0,0,Low spenders
2363.489077,2641.98,1255.68,263.884743,1839.928884,3000.0,0,Low spenders
7623.224897,300.0,300.0,2800.728343,1975.974183,12000.0,0,Low spenders
3421.571922,126.69,83.81,154.341344,2515.435738,10500.0,0,Low spenders
48.898611,247.09,247.09,182.357669,409.594792,5500.0,0,Low spenders
1874.716289,301.1,218.1,0.0,586.974046,1950.0,0,Low spenders
237.235398,2410.07,739.57,0.0,3773.727455,4000.0,0,Low spenders
1272.927288,5350.19,566.85,0.0,5825.602115,8000.0,0,Low spenders
558.476701,630.03,0.0,0.0,426.092563,5500.0,0,Low spenders
2814.207626,3197.24,1117.22,0.0,3574.480603,3000.0,0,Low spenders
8.061012,133.0,133.0,0.0,130.61272,3000.0,0,Low spenders
435.862142,1646.16,622.74,0.0,1055.835407,12000.0,0,Low spenders
6.390383,79.66,79.66,0.0,75.896288,1500.0,0,Low spenders
9612.21512,319.92,319.92,13439.5704,10993.89211,12000.0,2,Cash Advance–Dependent Customers
7938.559134,3677.52,133.79,0.0,2657.856602,12500.0,0,Low spenders
2344.478291,1041.63,0.0,4003.968939,3033.665478,4000.0,0,Low spenders
996.48222,675.96,675.96,0.0,1851.602411,1000.0,0,Low spenders
19.508047,193.14,193.14,0.0,220.46377,2000.0,0,Low spenders
185.640313,1703.23,0.0,0.0,1449.039414,11500.0,0,Low spenders
5335.302925,0.0,0.0,468.958688,1350.318606,6000.0,0,Low spenders
22.189283,234.16,234.16,0.0,479.910499,1500.0,0,Low spenders
5.871769,29.68,0.0,0.0,76.943584,10000.0,0,Low spenders
1049.496471,1322.67,225.96,774.260436,802.38543,11000.0,0,Low spenders
5570.190127,1607.88,1607.88,0.0,1583.411686,13500.0,0,Low spenders
1668.591831,0.0,0.0,1716.941235,2166.981163,1800.0,0,Low spenders
2224.590946,3183.0,0.0,0.0,3823.346244,9000.0,0,Low spenders
2903.781184,3014.23,1673.89,103.610197,1350.370286,4500.0,0,Low spenders
2041.480046,7323.38,2378.5,191.331735,3792.095079,3000.0,0,Low spenders
7755.698607,8533.54,4460.78,7540.30735,4758.209146,10000.0,2,Cash Advance–Dependent Customers
614.263149,408.93,334.13,0.0,2161.153147,9000.0,0,Low spenders
8097.334733,3999.92,3799.92,0.0,5624.074339,7500.0,0,Low spenders
1082.33027,2980.46,2322.68,0.0,1116.967993,6000.0,0,Low spenders
2734.66412,560.73,0.0,0.0,717.798364,7500.0,0,Low spenders
80.708806,569.9,0.0,0.0,634.000055,9500.0,0,Low spenders
2554.525229,6186.77,87.69,1898.690655,11198.92613,10950.0,0,Low spenders
535.947221,4550.81,1533.83,438.469118,4317.191232,8500.0,0,Low spenders
3905.365959,150.8,0.0,1659.19931,990.524408,7500.0,0,Low spenders
156.278339,1385.1,380.0,0.0,1280.473571,14000.0,0,Low spenders
5131.319584,32539.78,5992.35,0.0,26652.34432,11500.0,1,Premium High-Value Customers
5265.763713,410.24,365.53,15452.97758,12005.3074,16500.0,2,Cash Advance–Dependent Customers
2.564117,47.95,0.0,0.0,294.507498,1500.0,0,Low spenders
1873.084577,126.57,0.0,181.139378,483.557464,2100.0,0,Low spenders
1473.495809,414.0,414.0,0.0,5863.94034,10500.0,0,Low spenders
1504.82705,2010.0,1380.0,1189.292764,859.829946,8500.0,0,Low spenders
7645.108427,4693.15,360.5,0.0,4786.64868,13500.0,0,Low spenders
1129.33758,498.96,498.96,72.259355,829.505486,1000.0,0,Low spenders
668.956687,224.2,76.08,0.0,568.336995,9500.0,0,Low spenders
2302.184366,2856.57,1933.73,0.0,2914.419813,2500.0,0,Low spenders
272.711518,0.0,0.0,682.156051,2755.877257,3000.0,0,Low spenders
4246.430225,0.0,0.0,9270.408108,6010.525656,7000.0,2,Cash Advance–Dependent Customers
2420.761135,0.0,0.0,567.233798,871.713321,3000.0,0,Low spenders
2935.324966,409.63,57.76,1876.241162,580.13865,5000.0,0,Low spenders
83.148283,843.34,0.0,0.0,1024.267592,6500.0,0,Low spenders
5469.851311,0.0,0.0,512.792701,1362.966798,6000.0,0,Low spenders
280.142117,2236.49,1477.97,0.0,1986.838064,10000.0,0,Low spenders
5790.930626,464.51,65.1,2516.727082,1515.594331,6000.0,0,Low spenders
3605.714046,1779.0,0.0,0.0,856.05828,5000.0,0,Low spenders
3992.261885,0.0,0.0,348.834361,1057.678259,4000.0,0,Low spenders
41.833264,456.36,456.36,0.0,370.996177,6000.0,0,Low spenders
635.090434,5758.71,3506.34,0.0,7943.57021,2900.0,0,Low spenders
1521.1681,245.98,0.0,2792.67597,2261.523522,6000.0,0,Low spenders
5547.092593,0.0,0.0,3298.958165,1786.142816,12000.0,0,Low spenders
2503.107213,733.9,0.0,0.0,1620.193277,3000.0,0,Low spenders
191.450711,1641.07,0.0,380.972341,1583.918811,500.0,0,Low spenders
3621.70204,674.73,0.0,1684.957411,1139.058595,4000.0,0,Low spenders
2762.479434,2702.47,1176.16,0.0,7596.768364,11000.0,0,Low spenders
4338.606862,0.0,0.0,1817.569093,8019.800702,8000.0,0,Low spenders
388.873921,1579.15,116.8,0.0,451.600059,2700.0,0,Low spenders
9261.310686,0.0,0.0,8603.045938,1933.413908,11000.0,0,Low spenders
208.131845,2161.38,1709.88,0.0,2059.879468,4500.0,0,Low spenders
169.088238,1482.19,1036.12,0.0,1289.570234,6000.0,0,Low spenders
133.911556,1446.05,901.6,0.0,1364.121036,3500.0,0,Low spenders
1613.34907,0.0,0.0,1606.322681,312.433361,4500.0,0,Low spenders
53.208422,498.17,39.15,0.0,611.606459,15000.0,0,Low spenders
1329.967543,2009.12,712.44,1763.794583,2715.972095,2500.0,0,Low spenders
927.041961,0.0,0.0,402.974164,719.974244,1000.0,0,Low spenders
1872.767651,0.0,0.0,3394.509419,1151.721386,5500.0,0,Low spenders
185.396312,0.0,0.0,842.456926,117.542764,1000.0,0,Low spenders
4823.822993,0.0,0.0,6481.300951,863.62306,7000.0,0,Low spenders
994.105777,126.2,0.0,0.0,314.302968,1950.0,0,Low spenders
40.089221,225.0,225.0,0.0,325.578502,1500.0,0,Low spenders
4732.37354,14.95,14.95,2173.356068,1289.284068,5700.0,0,Low spenders
9206.811696,874.98,524.98,4653.693195,2055.100879,12500.0,0,Low spenders
6719.376505,0.0,0.0,2443.262416,1493.089193,7500.0,0,Low spenders
2233.074041,445.2,0.0,0.0,1042.991769,8000.0,0,Low spenders
1867.649838,0.0,0.0,3264.573342,476.162309,4500.0,0,Low spenders
57.842746,689.34,689.34,0.0,453.842413,1500.0,0,Low spenders
4194.033835,2006.87,1586.27,0.0,19714.09728,21000.0,2,Cash Advance–Dependent Customers
2459.862339,678.0,0.0,927.25167,1926.31853,2500.0,0,Low spenders
850.630114,0.05,0.0,1700.634586,1084.281127,1000.0,0,Low spenders
353.198215,3085.69,52.72,0.0,2690.525687,8500.0,0,Low spenders
2669.160638,0.0,0.0,142.141325,642.777061,3000.0,0,Low spenders
92.440743,1080.0,0.0,0.0,1077.058667,6000.0,0,Low spenders
706.675991,2721.16,303.75,0.0,4952.900653,6500.0,0,Low spenders
361.319366,3095.96,1712.4,0.0,4003.782858,14000.0,0,Low spenders
2324.086254,0.0,0.0,1600.758078,2147.890523,2300.0,0,Low spenders
2922.487907,71.07,71.07,3595.158425,9226.751112,9500.0,0,Low spenders
98.364739,65.0,65.0,0.0,718.794328,1200.0,0,Low spenders
498.208616,4786.61,388.97,0.0,3805.669705,9000.0,0,Low spenders
16.93339,174.42,174.42,0.0,347.08638,2500.0,0,Low spenders
3355.631092,242.88,242.88,0.0,6084.115091,13500.0,0,Low spenders
907.982017,216.94,0.0,1011.997944,222.02316,3200.0,0,Low spenders
1132.386178,2246.3,0.0,14048.07181,32048.6122,6000.0,2,Cash Advance–Dependent Customers
1254.6691,361.73,0.0,198.686744,535.606816,1500.0,0,Low spenders
80.336636,330.0,0.0,0.0,345.330572,1800.0,0,Low spenders
260.838885,2854.11,1056.15,0.0,2437.332725,9500.0,0,Low spenders
17.356961,390.0,300.0,0.0,302.454171,2000.0,0,Low spenders
1897.672025,422.18,0.0,0.0,2961.632199,5500.0,0,Low spenders
1032.241153,1005.52,541.02,0.0,1866.265366,3000.0,0,Low spenders
3536.601227,2132.93,1173.83,5340.016172,8251.146946,11000.0,0,Low spenders
21.580264,284.72,284.72,0.0,344.161416,5000.0,0,Low spenders
4211.539631,0.0,0.0,455.581546,1288.287239,10500.0,0,Low spenders
1732.715258,3244.16,763.31,0.0,5674.185857,11500.0,0,Low spenders
8939.461145,2490.17,1585.0,5309.949725,3957.017497,9500.0,0,Low spenders
41.754778,636.15,0.0,0.0,918.414211,8500.0,0,Low spenders
1937.246177,3018.93,1316.31,0.0,3909.837604,5000.0,0,Low spenders
99.955082,1222.97,1020.0,0.0,1142.077891,19500.0,0,Low spenders
5135.604593,110.18,110.18,6551.99521,1716.998424,6000.0,0,Low spenders
214.896542,0.0,0.0,1192.015721,2298.902197,3000.0,0,Low spenders
1543.287931,0.0,0.0,36.481832,548.589391,1800.0,0,Low spenders
601.92037,983.77,380.0,0.0,389.411161,2400.0,0,Low spenders
1261.05733,0.0,0.0,474.429843,866.865018,1500.0,0,Low spenders
85.285023,423.24,136.24,0.0,296.01675,11000.0,0,Low spenders
1903.688611,6079.5,1360.0,10227.22894,18552.39489,7300.0,2,Cash Advance–Dependent Customers
813.068705,439.38,0.0,727.658311,237.996469,1200.0,0,Low spenders
1279.325142,1207.25,1207.25,0.0,1282.705869,1200.0,0,Low spenders
237.669312,259.13,0.0,0.0,2680.635587,2300.0,0,Low spenders
5747.761139,1627.69,1627.69,0.0,2507.704747,5500.0,0,Low spenders
7760.940543,0.0,0.0,3423.085934,2845.010795,8000.0,0,Low spenders
6388.108487,0.0,0.0,3768.696678,10973.14532,8000.0,0,Low spenders
426.372628,5749.96,310.0,0.0,5711.540654,12000.0,0,Low spenders
8806.866629,1490.94,1490.92,2813.063846,2116.662516,9000.0,0,Low spenders
1128.229387,5068.88,1539.0,0.0,3904.568067,4500.0,0,Low spenders
2045.541408,1067.28,1067.28,0.0,2021.775795,2000.0,0,Low spenders
8.520292,64.12,0.0,0.0,176.600545,7000.0,0,Low spenders
11278.95243,6855.59,4092.67,0.0,4868.088671,18500.0,0,Low spenders
143.443832,1631.0,1631.0,0.0,2550.799492,2500.0,0,Low spenders
241.223955,180.91,0.0,0.0,802.858576,1400.0,0,Low spenders
1528.571561,0.0,0.0,172.931118,353.582373,1600.0,0,Low spenders
12474.72954,136.88,136.88,515.147607,3519.008859,14000.0,0,Low spenders
566.147105,0.0,0.0,187.572355,1177.661577,2000.0,0,Low spenders
1077.606225,343.21,0.0,1609.900552,930.328071,1500.0,0,Low spenders
1.838084,16.5,0.0,0.0,57.595083,6000.0,0,Low spenders
507.144348,5708.18,1123.4,0.0,5589.952268,4000.0,0,Low spenders
816.82453,42.3,0.0,3967.709973,361.853722,6000.0,0,Low spenders
1526.506915,46.67,0.0,0.0,338.413344,1800.0,0,Low spenders
7957.017218,0.0,0.0,4909.937494,677.144841,9000.0,0,Low spenders
79.189929,699.12,699.12,0.0,697.977603,2500.0,0,Low spenders
497.908027,245.39,245.39,0.0,328.796655,4000.0,0,Low spenders
681.95925,98.0,0.0,0.0,192.369983,4000.0,0,Low spenders
1535.248256,857.36,0.0,0.0,3239.629759,6550.0,0,Low spenders
1508.513765,2747.12,1500.0,246.046033,4730.374245,5000.0,0,Low spenders
11209.37076,11147.33,10009.93,2728.576925,7932.77402,11000.0,0,Low spenders
201.3504,600.0,600.0,0.0,249.066308,1000.0,0,Low spenders
2502.264409,0.0,0.0,2368.872642,541.308981,10000.0,0,Low spenders
4543.789386,255.12,250.12,0.0,1703.332126,8500.0,0,Low spenders
918.342234,1221.53,41.53,1078.788118,1421.035206,1200.0,0,Low spenders
